,met_id,cluster,distance,polarity,target_group,target_ppto,target_word,source_image_schema_group,source_word,llm_expl,sentence
4882,e31bccb2-7587-11ec-ba64-9f837eadd43c_37_15_14,3,0.9240645241277694,right,Other.,person,you,force,caught,"The verb 'caught' is used metaphorically to convey understanding or comprehension of a concept ('this one part'), rather than describing a physical action of grasping. It personifies the target noun 'you' by implying a cognitive process of 'catching' information, which transcends its literal meaning.","'And then the answer from the lady gets, I don't know if you caught this one part.'"
4633,cc04eafc-ab03-11ec-82cc-631625b14811_88_15_13,3,0.9431904382509085,right,Public,person,you,force,believe,"The verb 'believe' is used metaphorically here to indicate the listener's acceptance of the conditional statement rather than describing a literal act of belief. It functions as a rhetorical device to frame the subsequent assertion as surprising or requiring suspension of disbelief, rather than conveying a physical action or direct personification/animalization of the target noun 'you'.","'The patriarch, a guy named Kirill, will not condemn, if you can believe this, he will not condemn Putin's invasion.'"
3582,469d94c6-769a-4c8b-b37b-b2a6001b7d9b_139_5_3,3,0.9459076405890541,right,Citizens',person,we,other,point,"The verb 'point' is used metaphorically here to describe the action of 'we' in a context where it does not refer to a physical act of directing a finger or gaze. Instead, it conveys an abstract or uncertain process of trying to ascertain information, transcending its literal meaning to imply an attempt to 'point' toward understanding or knowledge without a direct physical object.","'You know, we'll point, you know, we'll see what they know and when they knew it, if they knew anything.'"
3213,b596eadb-5fb6-493c-bad0-aee500175236_264_3_0,3,0.9516433332730329,right,Legal and Social Issues',thing,Data,other,revealing,"The verb 'revealing' is used metaphorically to personify 'data' as an active agent capable of disclosing information. Data, as an abstract concept, does not physically perform the action of revealing; instead, the verb is applied to data in a non-literal sense to imply that it serves as a source of newly uncovered evidence, transcending its literal meaning of an intentional, agency-driven action.",'Data last week revealing new evidence from companies and government that household spending is increasingly strained.'
3595,469d94c6-769a-4c8b-b37b-b2a6001b7d9b_140_3_7,3,0.9631839698862789,right,Criminal Activities}.,thing,computers,spatial motion,found,"The verb 'found' is used metaphorically to describe the discovery of 'computers' that are depicted as magical and capable of creating cash out of thin air. While 'found' typically denotes a physical action, here it transcends literal discovery by implying the identification of non-physical, fantastical entities, aligning with the metaphorical framing of the computers as magical objects.",'Doge has now found 14 magic money computers that create cash out of thin air.'
5397,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_67_0_1,3,0.9645872272210584,right,Other.,person,me,other,Trust,"The verb 'trust' is used metaphorically to characterize the target noun 'me' by conveying the abstract concept of relying on the speaker's judgment or reliability. It transcends its literal meaning (which would imply a physical act of trusting) and instead represents an abstract mental state of confidence, which is a metaphorical use of the verb.",'Trust me on this one.'
6932,10672768-1932-4440-9494-b3cd0026c419_126_8_4,3,0.9838072048745486,right,Social Tensions,thing,that,force,spell,"The verb 'spell' is used metaphorically here to convey the idea of 'explaining' or 'making clear' rather than its literal meaning of 'writing out letters.' The target noun 'that' is being characterized as a concept (level of ignorance) that is 'spelled out,' which personifies the abstract idea as something that can be 'explained' or 'elucidated,' transcending its physical action.","'I mean, does that not really just spell it all out for you, the level of ignorance that unfortunately so many Americans have in this ridiculous so-called idealism of radical socialism?'"
7089,10672768-1932-4440-9494-b3cd0026c419_391_17_18,3,0.9939393845136745,right,Public.,person,everybody,other,shows,"The verb 'shows' is used metaphorically to convey that Khamenei's action of visiting Russia reveals an underlying truth about his role as an agent of Russians. This transcends the literal physical act of displaying something, instead implying a hidden intention or concealed identity, which is a metaphorical use of the verb.","'And right now when Khamenei, the supreme leader, wants to go to Russia, that shows everybody he was the agent of Russians all these years.'"
2060,97e645d8-eba8-11f0-a898-3b712b89e31f_199_19_17,3,1.0013492895971488,left,MAGA Republicans,person,they,spatial motion,feel,"The verb 'feel' is used metaphorically to describe the abstract experience of 'freedom' as something tangible or perceptible, transcending its literal meaning of a physical sensation. Here, 'feel' conveys an emotional or conceptual awareness of freedom rather than a direct physical action.","'And they can thank Donald J. Trump, our president, number 47, for the freedom they can feel in the air.'"
2804,553aff2e-8dfc-11ed-826a-131940f84f69_179_15_16,3,1.0124508848758398,right,Conspiracies,thing,it,other,unsee,"The verb 'unsee' is used metaphorically to describe the inability to mentally erase or forget the traumatic experience of seeing demons. It transcends its literal meaning (physically reversing the act of seeing) to convey a psychological state of lingering impact, personifying the target noun 'it' as an inescapable memory.","'When you stare at the demons and you see the demons, you can never unsee it.'"
2410,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_448_1_4,3,1.0142144204995254,right,Voter Groups,thing,support,other,show,"The verb 'show' is used metaphorically here to indicate 'indicate' or 'reveal' through data, rather than describing a physical action. Polls do not literally display support but provide evidence that suggests its state, transcending the source verb's literal meaning of visual display.",'Polls show dwindling black support for Biden.'
2788,e31bccb2-7587-11ec-ba64-9f837eadd43c_98_2_0,3,1.0204958120136232,right,Citizens',person,We,other,living,"The verb 'living' is used metaphorically to characterize 'We' by extending its literal meaning of residing in a place to describe existing in a metaphorical 'information dark ages.' The phrase 'dark ages' is a metaphor for a period of ignorance or stagnation, and 'living' here signifies existing in such a state, not a physical action.","'We're living in the information dark ages, folks.'"
7166,db3645a8-866b-11ee-89ee-ab796eb80dd3_0_4_2,3,1.0225388447517199,left,Other.,person,you,other,want,"The verb 'want' is used metaphorically to express a psychological desire rather than a physical action. It characterizes the target noun 'you' as having an internal state of wanting to engage in a metaphorical action (amplifying one's look), which transcends the literal meaning of 'want' as a physical action.",'Some days you just want to amplify your everyday look.'
4841,287822c0-4282-11ed-8363-cb83fa110de1_275_14_16,3,1.02770738148909,left,Conspiracies.,thing,question,force,believe,"The verb 'believe' is used metaphorically to convey an emotional reaction of disbelief or shock toward the question, rather than describing a physical action. The phrase 'can't even believe the question' implies astonishment at the question's nature, transcending the literal meaning of 'believe' (which applies to propositions, not questions).","'No, no, no, he said, almost like can't even believe the question.'"
6322,95b4c966-203b-4217-bc66-d83052b0cd99_361_12_15,3,1.0352894370262593,left,Government Officials,person,politicians,other,trust,"The verb 'trust' is used metaphorically to describe a mental action (forming a belief in someone's reliability) rather than a physical action. It characterizes the target noun 'politicians' by implying a cognitive relationship (belief in their competence) rather than a tangible, physical interaction.","'And medical decisions should be made by women and those that they trust, not politicians and officials.'"
3650,2adbf0e2-f1d8-11f0-b2d6-e3a0b13b9b1b_90_2_0,3,1.0409794453255279,left,Other.,person,Greenlanders,other,count,"The verb 'count' is used metaphorically in the phrase 'count on us,' where it extends beyond its literal meaning of enumerating to convey the conceptual relationship of relying on or trusting someone. The source verb 'count' metaphorically represents the idea of dependence or assurance, rather than a physical action.",'Greenlanders can count on us.'
3512,f74de610-99d5-11ee-996f-3fece011ee96_475_2_1,3,1.0437875712470672,right,Southern States,place,it,other,surprise,"The verb 'surprise' is used metaphorically to describe the unexpectedness of Arkansas's current status as a popular state. It does not refer to a physical action but rather conveys a conceptual reaction to the situation, attributing a sense of surprise to the state's transformation, which is a metaphorical extension of the verb's meaning beyond its literal action.","'Does it surprise you that Arkansas, which was always kind of insecure about being Arkansas, is now like this popular state?'"
6113,553aff2e-8dfc-11ed-826a-131940f84f69_86_13_12,3,1.0481089454908508,right,Public.,person,you,other,live,"The verb 'live' is used metaphorically to characterize the target noun 'you' by implying that the person exists in a state of fear, rather than describing a physical action. The phrase 'live in fear' transcends the literal meaning of 'live' (surviving physically) to convey a psychological state, personifying the experience of fear as an ongoing condition.",'But it is one of the goals of terrorism to make sure you live in fear.'
6964,10672768-1932-4440-9494-b3cd0026c419_191_2_5,3,1.06047848222614,right,Other.,person,Venezuelans,other,point,"The verb 'point' is used metaphorically as part of the phrasal verb 'point out,' which signifies highlighting or indicating a fact rather than describing a physical action. Here, 'point' does not refer to the literal act of directing a finger but instead conveys the abstract idea of drawing attention to the stated reason for Venezuelans migrating.",'And you point out many Venezuelans who come to the U.S. do so because of the terrible life-changing events.'
5312,13b33b9c-d276-11ee-9b50-07cb70f0898b_194_8_10,3,1.070676338191013,left,Other.,thing,interiors,other,keep,"The verb 'keep' is used metaphorically to sustain the state of 'interiors' as 'superior,' transcending its literal meaning of physical maintenance. It conveys the idea of maintaining a quality or standard rather than describing a tangible action.",'This has been your Wayfair style tip to keep those interiors superior.'
5840,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_301_8_2,3,1.0792684737829894,right,Other.,thing,level,other,mean,"The verb 'mean' is used metaphorically here, not to describe a physical action but to assign a metaphorical value to the target noun 'level.' The phrase 'doesn't mean shit' is an idiom where 'mean' transcends its literal meaning (indicating intention) to convey that the melanin level has no significance or worth, personifying the noun as if it could have value or meaning.",'The melanin level of your skin doesn't mean shit.'
3535,3bdc5bfd-9705-46fd-99d7-b2360117c606_474_10_8,3,1.0904127081881516,right,Presidential Administration,person,they,other,point,"The verb 'point' is used metaphorically here to indicate 'refer to' or 'cite as evidence' rather than describing a physical action. The phrase 'point to where we were better off' metaphorically signifies directing attention toward a specific comparison, not a literal physical act of pointing.",'They could not run on one thing that they could point to where we were better off than we were four years ago.'
6118,95b4c966-203b-4217-bc66-d83052b0cd99_159_23_25,3,1.1342608537109364,left,Public.,person,group,other,keep,"The verb 'keep' is used metaphorically to describe maintaining the cohesion or unity of the group, which is not a physical action. The phrase 'keep the group together' implies sustaining the group's structure or harmony, rather than a literal act of holding or preserving a physical object.","'But there really, there wasn't a leader in the way that, you see Paul in this working so hard to keep the group together.'"
6915,10672768-1932-4440-9494-b3cd0026c419_105_8_9,3,1.1743380283256966,right,Public.,person,people,other,stop,The verb 'stop' is used metaphorically to characterize 'people' by implying the prevention of their action (renting apartments) rather than describing a physical halt. The verb transcends its literal meaning of halting movement to convey an abstract concept of obstructing an economic activity.,"'Government rent control, it's going to stop people from renting apartments because they're not going to be able to profit.'"
7212,db3645a8-866b-11ee-89ee-ab796eb80dd3_65_3_7,4,0.7453432158595715,left,Influence,thing,sense,other,gives,"The verb 'gives' is used metaphorically to convey the abstract concept of providing enhanced understanding rather than a physical action. The target noun 'sense' refers to comprehension or awareness, which is not a tangible object. The verb transcends its literal meaning of transferring something physical to describe the cognitive effect of the action.",'And this also gives us a better sense of her thinking.'
4413,cc04eafc-ab03-11ec-82cc-631625b14811_418_1_4,4,0.7489567379177142,right,Influence,thing,point,other,make,"The verb 'make' is used metaphorically to describe the abstract action of presenting or constructing a valid argument ('point'), rather than a physical action. It transcends its literal meaning of creating tangible objects, instead implying the conceptual formation or communication of an idea.",'You make a good point.'
1987,64f45e18-5b2f-4574-b34c-84410e316110_221_22_19,4,0.7519630009247944,left,Influence,thing,it,other,have,"The verb 'have' is used metaphorically to convey the presence of a strong impact or effect ('wallop') associated with the target noun 'it'. Here, 'have' extends beyond its literal meaning of physical possession to signify the attribution of a powerful influence or force, which is a metaphorical conceptualization of the noun's effect rather than a direct physical action.","'I mean, that's a fine person to be on a mission from, but I mean, it doesn't have the same wallop that if God is talking to you, If Amy Goodman's talking to you, I'm sorry.'"
6690,13b33b9c-d276-11ee-9b50-07cb70f0898b_144_3_4,4,0.7569049752301702,left,Influence,thing,impact,other,have,"The verb 'have' is used metaphorically to indicate that 'impact' is a quality or effect possessed by the subject, rather than a physical object. The metaphorical aspect lies in attributing the abstract concept of 'impact' as something that can be 'held' or 'possessed' by the subject, transcending its literal meaning of physical possession.",'And it will have impact for decades to come.'
2454,2b0054b4-ecea-44a4-855f-b3b6000e929c_172_3_6,4,0.7583974963329199,right,Influence,thing,difference,other,make,"The verb 'make' is used metaphorically to describe the abstract concept of 'difference' as an impact or effect rather than a physical action. Here, 'make' signifies causing an influence or change, which transcends its literal meaning of physical creation.",'And you can make this profound difference right now.'
601,97e645d8-eba8-11f0-a898-3b712b89e31f_161_3_7,4,0.7629861652434612,left,Influence,thing,chance,other,gives,"The verb 'gives' is used metaphorically to convey the abstract concept of providing an opportunity ('chance') rather than describing a physical transfer. The verb transcends its literal meaning of transferring tangible objects to signify the abstract idea of offering a possibility, which is not a physical action.",'The new year gives us all a chance to reset.'
472,b596eadb-5fb6-493c-bad0-aee500175236_24_1_3,4,0.7633825807186498,right,Influence,thing,time,other,gives,"The verb 'gives' is used metaphorically to describe the abstract action of providing time, which is not a physical action. The verb transcends its literal meaning of transferring a tangible object to convey the allocation of an intangible resource (time), implying personification or conceptualization of the target noun.",'That gives you time to get help.'
691,2b0054b4-ecea-44a4-855f-b3b6000e929c_425_12_15,4,0.7724372358056815,right,Influence,thing,sympathy,other,have,"The verb 'have' is used metaphorically to indicate possession of an abstract emotion ('sympathy'), which is not a physical object. The verb transcends its literal meaning of physical possession to convey the presence of an emotional state.","'And to see this situation with the Rob Reiner family, I have so much sympathy for them, and I feel so sad for them that their family's having to go through this.'"
1616,553aff2e-8dfc-11ed-826a-131940f84f69_52_5_7,4,0.7724424895507584,right,Influence,thing,case,other,make,"The verb 'make' is used metaphorically to describe the abstract action of constructing an argument or presenting a case, rather than referring to a physical action. It conveys the idea of assembling evidence or reasoning to support a claim, which transcends its literal meaning of creating something tangible.","'These guys, I would make the case to you strongly, are some of the best terrorism investigators in the world because they're in the terrorism heart of the world, which is New York City, which is always number one or two on any threat level.'"
7190,db3645a8-866b-11ee-89ee-ab796eb80dd3_45_11_14,4,0.7739791992323019,left,Influence,thing,words,other,do,"The verb 'do' is used metaphorically to describe the action of creating or performing the 'beautiful words,' transcending its literal meaning of a physical action. Here, 'do' implies an artistic or expressive engagement with the words, rather than a direct physical act of handling them.",'And they asked me whether or not I would partake and do the beautiful words.'
3267,e8ec7bcb-06ae-47c3-adfd-09176416ff2a_52_18_17,4,0.784723935334425,left,Influence,thing,that,other,makes,"'Makes' is used metaphorically to convey the effect or influence of the state/district on the outcome, rather than describing a physical action. The verb signifies the concept of 'having an impact' or 'being decisive,' which transcends its literal meaning of causing something to exist physically.","'People with platforms that have substantial social media followings, particularly in the state or the district that makes a difference.'"
4484,469d94c6-769a-4c8b-b37b-b2a6001b7d9b_282_8_7,4,0.7855755567052343,right,Influence,thing,language,other,gives,"The verb 'gives' is used metaphorically to personify 'language' as an active agent capable of granting 'broad latitude.' This transcends its literal meaning of transferring physical objects, instead attributing an abstract ability to 'language' to influence or provide flexibility, which is a metaphorical extension of the source verb.","'As Greg Jarrett points out, the language gives the president broad latitude in his core duty as commander-in-chief to protect the safety and security of you, the American people.'"
5784,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_520_9_6,4,0.7856603700750674,right,Influence,thing,opinion,other,make,"The verb 'make' is used metaphorically here to convey that the opinion has an effect on the listener's emotional state (happiness). The verb transcends its literal meaning of causing a physical action, instead implying a conceptual influence over the target noun 'opinion,' which is abstract and cannot directly 'make' someone happy through a physical action.",'I'm really sorry if that opinion doesn't make you happy.'
2009,2b0054b4-ecea-44a4-855f-b3b6000e929c_326_16_17,4,0.7876131650642005,right,Influence,thing,sense,other,makes,"The verb 'makes' is used metaphorically to describe the target noun 'sense'. In this context, 'makes sense' is an idiom where 'makes' does not denote a physical action but instead conveys the conceptual idea of something being logical or coherent. The verb transcends its literal meaning to express a figurative relationship between the target noun and the situation described.","'To me, that's the only thing that makes sense, because then nothing else makes sense.'"
427,2b0054b4-ecea-44a4-855f-b3b6000e929c_81_3_5,4,0.793910384917106,right,Influence,thing,lot,other,have,"The verb 'have' is used metaphorically in the phrase 'have a lot to do with,' which signifies involvement or responsibility in causing an outcome. Here, 'have' does not describe a physical action or literal possession but instead conveys a conceptual relationship, transcending its literal meaning.",'Obama and Biden have a lot to do with this.'
1976,64f45e18-5b2f-4574-b34c-84410e316110_221_22_25,4,0.7986367196078737,left,Influence,thing,wallop,other,have,"The verb 'have' is used metaphorically to characterize 'wallop' as a metaphorical force or impact. 'Wallop' here refers to a strong effect or influence, not a physical blow. The verb 'have' is employed to convey possession of this metaphorical power, transcending its literal meaning of physical possession.","'I mean, that's a fine person to be on a mission from, but I mean, it doesn't have the same wallop that if God is talking to you, If Amy Goodman's talking to you, I'm sorry.'"
2770,95b4c966-203b-4217-bc66-d83052b0cd99_154_2_5,4,0.8026544276944092,left,Influence,thing,nature,other,see,"The verb 'see' is used metaphorically to convey the perception of abstract qualities ('loving nature', 'genius', 'creativity') rather than describing a physical action. It transcends its literal meaning of visual perception to imply an intellectual or emotional recognition of the target noun's attributes.","'And you see her loving nature, her genius, her creativity.'"
4186,63e3cb5e2b0e2f0011270e5c_372_27_30,4,0.80798226456641,left,Influence,thing,options,other,have,"The verb 'have' is used metaphorically to characterize the target noun 'options' by attributing a physical action (possession) to an abstract concept. The metaphorical aspect lies in the implication that 'options' can be 'held' or 'possessed' like tangible objects, which extends beyond their literal, abstract nature.","'If they're telling you that they're bringing opportunity, that means they're looking to cut off your opportunity so that only the rich kids have the best options.'"
1998,2b0054b4-ecea-44a4-855f-b3b6000e929c_326_9_10,4,0.8121439896042373,right,Influence,thing,sense,other,makes,"The verb 'makes' is used metaphorically to convey that the target noun 'sense' (logical meaning) is being attributed to the situation. The literal action of 'making' (e.g., creating or causing something to happen) is transcended here, as 'makes sense' signifies that something is coherent or rational, which is a conceptual metaphor rather than a physical action.","'To me, that's the only thing that makes sense, because then nothing else makes sense.'"
6623,63e3cb5e2b0e2f0011270e5c_473_19_22,4,0.813742215485605,left,Influence,thing,difference,other,makes,"The verb 'makes' is used metaphorically to indicate that the right tools have a significant impact or effect on the situation, rather than describing a physical action. The phrase 'makes a difference' is an idiom where 'makes' transcends its literal meaning of causing something to exist physically, instead conveying a conceptual influence on the target noun 'difference'.","'Still think about that every once in a while, but you push through and having the right tools makes all the difference.'"
160,2b0054b4-ecea-44a4-855f-b3b6000e929c_198_6_4,4,0.8155194076646775,right,Influence,thing,communication,other,mean,"The verb 'mean' is used metaphorically to describe the consequence or impact of communication, rather than its literal meaning. It attributes a functional role to 'communication' as a determining factor between chaos and safety, transcending the physical action of conveying information.","'When disaster strikes, communication can mean the difference between chaos and safety.'"
5466,63e3cb5e2b0e2f0011270e5c_328_6_9,4,0.8159664413361039,left,Influence,thing,speech,other,do,"The verb 'do' is used metaphorically to describe the action of delivering or performing a speech. While 'do' literally refers to physical actions, here it transcends its literal meaning to signify the act of executing a speech, which involves a conceptualization of the speech as an activity to be 'done' rather than a physical object.","'By the way, you could do a Republican speech.'"
5440,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_47_6_3,4,0.8172567039032093,right,Influence,thing,it,other,added,"The verb 'added' is used metaphorically to describe how 'it' contributes to the abstract concept of 'aura,' which represents a perception or quality. The verb transcends its literal meaning of physical addition to convey an abstract contribution to an intangible attribute.",'But I think it kind of added to the aura that this guy's not some partisan hack.'
6575,8ab20af6-746b-42e5-b500-b22f002135ae_529_10_11,4,0.8182669768593624,right,Influence,thing,it,other,say,"The verb 'say' is used metaphorically to imply that the act of stating or uttering 'it' (a pronoun) has a direct causal effect on the tourists' behavior, transcending its literal meaning of verbal communication. The metaphor suggests that the statement 'it' possesses inherent power to influence actions, akin to a command or incantation, rather than merely describing a physical act of speaking.","'American tourists will be flocking there, especially if you say it.'"
72,205cf4e6-f82d-11ee-9742-8fe73dcf2196_193_2_5,4,0.8183611001515687,right,Influence,thing,conclusion,other,draw,"The verb 'draw' is used metaphorically to describe the abstract process of forming a conclusion, not a physical action. The metaphorical aspect lies in using the source verb 'draw' (which typically implies a physical act of pulling or creating) to characterize the mental act of deriving a conclusion, which is an abstract cognitive process.","'You may draw a different conclusion because you're a Democrat, but what do you mean there's no evidence?'"
5669,b1c9b328-b481-11ee-be0e-db459aa16660_123_2_5,4,0.8190504814090983,right,Influence,thing,package,other,put,"The verb 'put' is used metaphorically to describe the act of combining elements into a 'package,' which transcends its literal meaning of physically placing something. Here, 'put' signifies assembling or integrating disparate components into a cohesive whole, a conceptual process rather than a physical action.","'When you put all that package together of experience, the fact that she is the wife of a combat veteran, the fact that she's a mom, the fact that she brings some humanity to a lot of these very tough issues, and most importantly, again, it's not a big government solution out of Washington that we're promised.'"
148,661d9866-4392-4ad4-9fbe-b06000015ba6_179_6_8,4,0.8191690434151051,right,Influence,thing,difference,other,mean,"The verb 'mean' is used metaphorically to convey that communication has the power to determine the outcome (chaos vs. safety), transcending its literal meaning of indicating a numerical value. It metaphorically signifies that communication is the decisive factor, personifying its role in shaping the result.","'When disaster strikes, communication can mean the difference between chaos and safety.'"
2680,b596eadb-5fb6-493c-bad0-aee500175236_146_5_6,4,0.8213862077138465,right,Influence,thing,these,other,put,"The verb 'put' is used metaphorically to describe the act of assigning or bestowing names (target noun 'these') rather than a physical action. It transcends its literal meaning of placing objects to convey the conceptual act of naming, implying an abstract process of attribution.","'You know, they always put these, you know, cute little names.'"
3201,8ab20af6-746b-42e5-b500-b22f002135ae_209_6_8,4,0.8217730873956289,right,Influence,thing,difference,other,mean,"The verb 'mean' is used metaphorically here to convey that communication has the power to create a significant impact, transcending its literal meaning of indicating a numerical value. It metaphorically signifies that communication is essential in determining the outcome between chaos and safety, personifying the role of communication as a decisive factor.","'When disaster strikes, communication can mean the difference between chaos and safety.'"
3141,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_667_0_4,4,0.8259712618416697,right,Influence,thing,favor,other,Do,"The verb 'do' is used metaphorically to characterize the target noun 'favor' by implying an action that transcends physicality. The phrase 'do a favor' is an idiomatic expression where 'do' represents the abstract act of performing a beneficial action, rather than describing a tangible physical action.",'Do yourself a huge favor.'
4160,95b4c966-203b-4217-bc66-d83052b0cd99_179_4_5,4,0.826408422780976,left,Influence,thing,something,other,see,"The verb 'see' is used metaphorically to represent the abstract concept of gaining insight or understanding. Instead of describing a physical act of sight, it conveys the idea of experiencing something that leads to reflection on emotions and relationships, transcending its literal meaning.","'You're going to see something that will make you think about, just even in your own life, of what friendship means, what loyalty means to the people that you love and care about, and how you don't give up.'"
4044,b2af3699-003d-4e37-9b4a-bb76770dbc33_148_5_6,4,0.82724107159566,right,Influence,thing,it,other,call,"The verb 'call' is used metaphorically to signify labeling or identifying the true nature of 'it,' extending beyond its literal meaning of naming. This reflects a conceptual metaphor where the verb conveys judgment or classification rather than a physical action.",'I think we need to call it for what it is.'
1002,cc04eafc-ab03-11ec-82cc-631625b14811_503_1_0,4,0.8283861836293775,right,Influence,thing,That,other,gives,"The verb 'gives' is used metaphorically here. The target noun 'That' (likely referring to an abstract situation or entity) is personified by attributing the action of 'gives' (a physical or intentional transfer) to it. This usage transcends literal physical action, implying that 'That' provides or offers time in a conceptual sense, rather than literally transferring it.",'That gives you time to get help.'
4262,95b4c966-203b-4217-bc66-d83052b0cd99_110_8_12,4,0.8303699724280892,left,Influence,thing,difference,other,make,"The verb 'make' is used metaphorically here to indicate causing an effect or impact on the abstract concept of 'difference'. The phrase 'make a difference' is an idiomatic expression that signifies having an influence or effect on a situation, rather than describing a physical action of creating a tangible difference.",'Taking just a little bit of time can make such a massive difference to your day-to-day stress levels.'
5151,9a612080-75f3-485d-b082-63da8a572adb_187_2_1,4,0.8314030676489002,left,Influence,thing,Money,other,makes,"The verb 'makes' is used metaphorically to describe how 'Money' (the service) simplifies the process of canceling subscriptions, implying a functional relationship rather than a physical action. The metaphorical aspect lies in 'makes' conveying the effect of the service on the ease of the action, not a literal causation.",'Rocket Money makes canceling subscriptions as easy as a click of a button.'
6720,469d94c6-769a-4c8b-b37b-b2a6001b7d9b_13_1_3,4,0.8369980357539247,right,Influence,thing,time,other,gives,"The verb 'gives' is used metaphorically to describe the abstract concept of 'time' as something that can be 'provided' or 'allocated.' While 'gives' literally involves transferring a physical object, here it conceptualizes 'time' as a resource that can be granted, transcending its physical action to imply an abstract allowance.",'That gives you time to escape.'
1300,205cf4e6-f82d-11ee-9742-8fe73dcf2196_151_2_5,4,0.8392344585639371,right,Influence,thing,conclusion,other,draw,"The verb 'draw' is used metaphorically to describe the cognitive process of forming a conclusion, rather than a physical action of creating a line or shape. It transcends its literal meaning by implying the act of deriving or inferring a conclusion from evidence, which is a conceptual rather than physical action.","'You may draw a different conclusion, but you saying there's no evidence is absurd.'"
5346,13b33b9c-d276-11ee-9b50-07cb70f0898b_175_4_3,4,0.8401533323156802,left,Influence,thing,-Fi,other,has,"The verb 'has' is used metaphorically to attribute the abstract concept of 'power' to the target noun '-Fi' (Wi-Fi). This transcends its literal meaning of physical possession, instead conveying an abstract capacity or ability, which is a metaphorical extension of the verb's usage.",'Quantum fiber Wi-Fi has the power.'
1207,3bdc5bfd-9705-46fd-99d7-b2360117c606_85_20_21,4,0.8433100564127555,right,Influence,thing,everything,other,do,"The verb 'do' is used metaphorically to characterize 'everything' as the extent of actions taken to exert effort. The phrase 'do everything in their power' is an idiom where 'do' transcends its literal meaning of performing a physical action, instead conveying the metaphorical idea of using all available resources or efforts.","'Because they did everything in their power with their little tiny audience that might remain, you know, to do everything in their power to help elect Kamala.'"
2425,8ab20af6-746b-42e5-b500-b22f002135ae_623_1_0,4,0.8453598186972554,right,Influence,thing,Experience,other,thought,"The verb 'thought' is used metaphorically in the compound adjective 'thought-provoking' to describe the sessions. Here, 'thought' transcends its literal meaning of a physical mental action, instead implying that the sessions provoke intellectual engagement or reflection, personifying the effect of the sessions on the audience.","'Experience thought-provoking sessions, hands-on workshops, and networking that sparks collaboration and creativity.'"
5950,b2af3699-003d-4e37-9b4a-bb76770dbc33_19_3_6,4,0.8466755616692329,right,Influence,thing,way,other,having,"The verb 'having' is used metaphorically to characterize 'way' as a method or skill (rather than a physical object). The phrase 'having a way with words' metaphorically conveys possession of a talent or technique for using words, transcending the literal meaning of 'having' as physical possession.",'Whitmer not exactly having the same way with words during their appearances at the event.'
3071,b1c9b328-b481-11ee-be0e-db459aa16660_203_4_6,4,0.8470538268599023,right,Influence,thing,chance,other,have,"The verb 'have' is used metaphorically to convey the idea of possessing an opportunity ('chance') rather than referring to a physical action. The phrase 'have a chance' represents a conceptualization of opportunity as something that can be 'possessed' metaphorically, transcending its literal meaning of physical possession.",'Not that they'll have a chance to complain about any of this if Nikki Haley ever became president.'
3504,469d94c6-769a-4c8b-b37b-b2a6001b7d9b_147_20_17,4,0.849830480332273,right,Influence,thing,which,other,make,"The verb 'make' is used metaphorically to describe the abstract process of generating profit or wealth ('money') without a physical action. The phrase 'make money out of thin air' signifies creating value or financial gain in a non-literal, conceptual sense, transcending the verb's literal meaning of physically constructing or producing something.","'He said the numbers could be off by anywhere from 5% upwards, and any computer which can just make money out of thin air, that's magic money.'"
6772,469d94c6-769a-4c8b-b37b-b2a6001b7d9b_239_6_8,4,0.8522664635355166,right,Influence,thing,difference,other,mean,"The verb 'mean' is used metaphorically to indicate that communication has the power to determine the outcome (chaos vs. safety), transcending its literal meaning of representing a numerical average. It characterizes 'difference' as a pivotal factor rather than a physical action.","'When disaster strikes, communication can mean the difference between chaos and safety.'"
20,cc04eafc-ab03-11ec-82cc-631625b14811_53_2_6,4,0.8523087473484381,right,Influence,thing,imperative,other,point,"The verb 'point' is used metaphorically to describe the action of highlighting or emphasizing the moral imperative, rather than indicating a physical action of directing an object. The metaphorical aspect arises from using 'point' to signify the abstract act of drawing attention to an imperative, which transcends its literal meaning of physically directing something.",'He did point out the moral imperative.'
2506,469d94c6-769a-4c8b-b37b-b2a6001b7d9b_169_6_8,4,0.8586353712459547,right,Influence,thing,chance,other,have,"The verb 'have' is used metaphorically to characterize 'chance' by attributing possession to an abstract concept. 'Have' typically denotes physical or direct ownership, but here it is applied to 'chance' (an opportunity), implying a non-literal, conceptual relationship rather than a physical action.","'You, my listeners, will have a chance to enter the keyword'"
1032,3bdc5bfd-9705-46fd-99d7-b2360117c606_328_8_10,4,0.8617557983185595,right,Influence,thing,views,other,sharing,"The verb 'sharing' is used metaphorically to describe the abstract action of exchanging ideas (views) rather than a physical action. While 'sharing' originally refers to distributing physical objects, here it is applied to an abstract concept, transcending its literal meaning to convey the act of communicating perspectives.","'We do appreciate you being with us and sharing your views and actually having the time to express them, which I felt you never got or Elizabeth never got when they were on there.'"
